id,character_type,style,complexion,trait_count,item_1,item_2,item_3,item_4,item_5,item_6,item_7
1120,Person,Woman,Fair,2,Bright Lipstick,Free Hair,,,,,
1121,Person,Man,Tan,2,Thin Spike Cut,Large Shades,,,,,
1122,Person,Man,Tan,2,Slim Shades,Dark Spike Cut,,,,,
1123,Person,Woman,Tan,3,Health Mask,Smooth Blonde Hair,Depth Glasses,,,,
1124,Person,Man,Tan,4,Handle Mustache,Ear Ring,Study Glasses,Dark Spike Cut,,,
1125,Person,Man,Deep,2,Head Wrap,Large Shades,,,,,
1126,Person,Man,Tan,3,Untidy Hair,Jaw Beard,Vision Gear,,,,
1127,Person,Man,Deep,2,Violet Hair,Full Beard,,,,,
1128,Person,Man,Fair,2,Loose Hair,Stubble Beard,,,,,
1129,Person,Man,Deep,3,Front Facial Hair,Violet Hair,Vapor Stick,,,,
1130,Person,Woman,Deep,2,Deep Hair,Study Glasses,,,,,
1131,Person,Man,Fair,2,Smoke Stick,Forward Cap,,,,,
1132,Person,Man,Deep,2,Large Shades,Free Hair,,,,,
1133,Person,Man,Fair,2,Sad Face,Thin Spike Cut,,,,,
1134,Person,Man,Fair,3,Free Hair,Study Glasses,Goatee,,,,
1135,Person,Man,Fair,3,Golden Chain,Ear Ring,Bald Head,,,,
1136,Person,Man,Fair,4,Side Burns,Free Hair,Ear Ring,Slim Shades,,,
1137,Person,Man,Fair,3,Stubble Beard,Ear Ring,Dark Spike Cut,,,,
1138,Person,Woman,Fair,3,Untidy Hair,Smoke Stick,Study Glasses,,,,
1139,Person,Woman,Tan,4,Beauty Mark,Patch Eye,Bright Lipstick,Deep Hair,,,
1140,Person,Woman,Deep,3,Wild White Hair,Violet Lipstick,Ear Ring,,,,
1141,Person,Woman,Tan,2,Spike Cut,Ear Ring,,,,,
1142,Person,Woman,Tan,2,Tassel Cap,Dark Lipstick,,,,,
1143,Person,Man,Deep,2,Head Wrap,Dark Front Beard,,,,,
1144,Person,Man,Tan,2,Sharp Spike,Side Burns,,,,,
1145,Person,Man,Deep,2,Soft Cap,Ear Ring,,,,,
1146,Person,Man,Fair,2,Spike Cut,Patch Eye,,,,,
1147,Person,Man,Tan,2,Bald Head,Depth Glasses,,,,,
1148,Person,Woman,Tan,3,Patch Eye,Wild Blonde Hair,Ear Ring,,,,
1149,Person,Woman,Fair,2,Bright Lipstick,Dark Spike Cut,,,,,
1150,Person,Woman,Fair,2,Dark Lipstick,Smooth Hair,,,,,
1151,Person,Woman,Tan,1,Wool Cap,,,,,,
1152,Person,Man,Fair,2,Violet Hair,Patch Eye,,,,,
1153,Person,Man,Fair,3,Untidy Hair,Moustache,Ear Ring,,,,
1154,Person,Man,Fair,2,Sad Face,Violet Hair,,,,,
1155,Person,Man,Deep,3,Front Facial Hair,Loose Hair,Study Glasses,,,,
1156,Person,Woman,Tan,2,Wild White Hair,Violet Lipstick,,,,,
1157,Person,Woman,Tan,1,Dark Lipstick,,,,,,
1158,Person,Woman,Deep,2,Beauty Mark,Wacky Hair,,,,,
1159,Person,Woman,Tan,2,Dark Lipstick,Wild Blonde Hair,,,,,
1160,Person,Man,Deep,3,Ear Ring,Wool Cap,Slim Shades,,,,
1161,Person,Woman,Tan,2,Untidy Hair,Study Glasses,,,,,
1162,Person,Woman,Fair,4,Freckles,Work Goggles,Smooth Blonde Hair,Bright Lipstick,,,
1163,Person,Woman,Fair,3,Beauty Mark,Blue Makeup,Pink Hair Hat,,,,
1164,Person,Man,Tan,2,Forward Cap,Standard Shades,,,,,
1165,Person,Woman,Tan,3,Soft Cap,Vapor Stick,Bright Lipstick,,,,
1166,Person,Man,Deep,2,Dress Hat,Goatee,,,,,
1167,Person,Man,Fair,2,Officer Cap,Rim Glasses,,,,,
1168,Person,Man,Tan,2,Night Hair,Handle Mustache,,,,,
1169,Person,Woman,Fair,2,Free Hair,Violet Lipstick,,,,,
1170,Person,Man,Tan,2,Front Facial Hair,Bald Head,,,,,
1171,Person,Man,Fair,2,Sad Face,Bald Head,,,,,
1172,Person,Man,Deep,4,Smoke Stick,Forward Cap,Stubble Beard,Study Glasses,,,
1173,Person,Woman,Fair,2,Spike Cut,Blue Clown Eyes,,,,,
1174,Person,Woman,Pale,2,Smoking Pipe,Free Hair,,,,,
1175,Person,Man,Fair,2,Bald Head,Patch Eye,,,,,
1176,Person,Woman,Fair,2,Vapor Stick,Dark Spike Cut,,,,,
1177,Person,Man,Deep,2,Hooded Top,Simple Beard,,,,,
1178,Person,Man,Tan,2,Head Band,Smoking Pipe,,,,,
1179,Person,Man,Tan,2,Retro Shades,Dark Spike Cut,,,,,
1180,Person,Man,Tan,2,Side Burns,Spike Cut,,,,,
1181,Person,Man,Fair,3,Smoke Stick,Head Wrap,Side Burns,,,,
1182,Person,Man,Deep,3,Hooded Top,Study Glasses,Goatee,,,,
1183,Person,Man,Pale,5,Soft Cap,Large Shades,Golden Chain,Side Burns,Ear Ring,,
1184,Person,Man,Deep,2,Wacky Hair,Beauty Mark,,,,,
1185,Person,Man,Fair,4,Handle Mustache,Vapor Stick,Vision Gear,Spike Cut,,,
1186,Person,Woman,Tan,4,Dark Lipstick,Head Wrap,Purple Makeup,Ear Ring,,,
1187,Person,Woman,Pale,2,Smooth Hair,Smoke Stick,,,,,
1188,Person,Man,Tan,3,Free Hair,Simple Beard,Depth Glasses,,,,
1189,Person,Man,Deep,2,Thin Spike Cut,Freckles,,,,,
1190,Undead,Man,Plain,4,Smoke Stick,Head Wrap,Handle Mustache,Ear Ring,,,
1191,Person,Man,Fair,2,Front Facial Hair,Untidy Hair,,,,,
1192,Person,Man,Pale,3,Violet Hair,Ear Ring,Goatee,,,,
1193,Person,Man,Tan,4,Freckles,Moustache,Wacky Hair,Happy Face,,,
1194,Person,Man,Deep,2,Goatee,Spike Cut,,,,,
1195,Person,Man,Fair,2,Head Band,Patch Eye,,,,,
1196,Person,Woman,Pale,3,Green Clown Eyes,Ear Ring,Dark Spike Cut,,,,
1197,Person,Woman,Pale,1,Short Blonde Hair,,,,,,
1198,Person,Woman,Fair,4,Golden Chain,Rim Glasses,Green Clown Hair,Bright Lipstick,,,
1199,Person,Woman,Tan,3,Tassel Cap,Green Makeup,Ear Ring,,,,
1200,Person,Woman,Deep,1,Dark Lipstick,,,,,,
1201,Person,Man,Fair,2,Dark Beard,Wool Cap,,,,,
1202,Person,Man,Fair,2,Full Beard,Dark Spike Cut,,,,,
1203,Person,Man,Pale,3,Free Hair,Study Glasses,Full Beard,,,,
1204,Person,Woman,Tan,2,Twin Tails,Bright Lipstick,,,,,
1205,Person,Woman,Tan,2,Wacky Hair,Ear Ring,,,,,
1206,Person,Woman,Tan,2,Side Shaved,Violet Lipstick,,,,,
1207,Person,Man,Fair,2,Front Facial Hair,Dress Hat,,,,,
1208,Person,Man,Pale,1,Head Wrap,,,,,,
1209,Person,Woman,Pale,2,Vision Gear,Dark Spike Cut,,,,,
1210,Person,Woman,Fair,4,Purple Makeup,Wild Blonde Hair,Violet Lipstick,Smoke Stick,,,
1211,Person,Man,Deep,2,Forward Cap,Happy Face,,,,,
1212,Person,Woman,Deep,2,Green Makeup,Free Hair,,,,,
1213,Person,Man,Fair,2,Rich Beard,Spike Cut,,,,,
1214,Person,Woman,Tan,3,Patch Eye,Side Shaved,Violet Lipstick,,,,
1215,Person,Man,Fair,2,Ear Ring,Head Band,,,,,
1216,Person,Man,Fair,1,Violet Hair,,,,,,
1217,Person,Woman,Fair,2,Head Wrap,Violet Lipstick,,,,,
1218,Person,Man,Pale,1,Thin Hair,,,,,,
1219,Person,Man,Fair,2,Hooded Top,Patch Eye,,,,,
1220,Person,Woman,Fair,2,Pink Hair Hat,Violet Lipstick,,,,,
1221,Person,Man,Fair,1,Ranch Hat,,,,,,
1222,Person,Man,Pale,4,Ear Ring,Rim Glasses,Wacky Hair,Full Beard,,,
1223,Person,Man,Fair,2,Soft Cap,Handle Mustache,,,,,
1224,Person,Woman,Tan,3,Purple Makeup,Head Band,Smoke Stick,,,,
1225,Person,Woman,Pale,3,Dark Lipstick,Smooth Blonde Hair,Ear Ring,,,,
1226,Person,Man,Deep,4,Untidy Hair,Stubble Beard,Ear Ring,Health Mask,,,
1227,Person,Woman,Deep,3,Wild Blonde Hair,Violet Lipstick,Ear Ring,,,,
1228,Person,Man,Tan,3,Handle Mustache,Dress Hat,Retro Shades,,,,
1229,Person,Man,Fair,2,Goatee,Green Clown Hair,,,,,
1230,Person,Man,Deep,2,Loose Hair,Vision Gear,,,,,
1231,Person,Man,Fair,4,Smoke Stick,Front Facial Hair,Head Wrap,Face Mask,,,
1232,Person,Woman,Tan,1,Twin Tails,,,,,,
1233,Person,Woman,Fair,3,Vapor Stick,Wool Cap,Bright Lipstick,,,,
1234,Person,Woman,Fair,2,Blue Makeup,Thin Hair,,,,,
1235,Person,Man,Deep,4,Smoke Stick,Rim Glasses,Goatee,Wool Cap,,,
1236,Person,Man,Fair,2,Side Burns,Spike Cut,,,,,
1237,Person,Woman,Fair,1,Twin Tails,,,,,,
1238,Person,Man,Fair,2,Head Rag,Standard Shades,,,,,
1239,Person,Man,Tan,2,Forward Cap,Large Shades,,,,,
1240,Person,Man,Deep,2,Untidy Hair,Depth Glasses,,,,,
1241,Person,Man,Pale,2,Goatee,Bald Head,,,,,
1242,Person,Man,Tan,2,Soft Cap,Stubble Beard,,,,,
1243,Person,Woman,Fair,2,Purple Makeup,Wild Blonde Hair,,,,,
1244,Person,Man,Tan,2,Violet Hair,Beauty Mark,,,,,
1245,Person,Woman,Tan,4,Green Clown Eyes,Short Blonde Hair,Bright Lipstick,Ear Ring,,,
1246,Person,Woman,Deep,4,Bright Lipstick,Deep Hair,Ear Ring,Study Glasses,,,
1247,Person,Woman,Pale,3,Green Clown Eyes,Wacky Hair,Violet Lipstick,,,,
1248,Person,Woman,Fair,2,Thin Spike Cut,Ear Ring,,,,,
1249,Person,Woman,Tan,4,Dark Lipstick,Thin Spike Cut,Ear Ring,Smoke Stick,,,
1250,Person,Man,Tan,4,Hooded Top,Smoking Pipe,Slim Shades,Beauty Mark,,,
1251,Person,Woman,Fair,3,Dark Lipstick,Golden Bob,Study Glasses,,,,
1252,Person,Man,Tan,3,Head Wrap,Rich Beard,Ear Ring,,,,
1253,Person,Woman,Pale,3,Violet Lipstick,Ear Ring,Golden Bob,,,,
1254,Person,Man,Deep,3,Thin Spike Cut,Ear Ring,Green Clown Eyes,,,,
1255,Person,Woman,Fair,2,Wool Cap,Bright Lipstick,,,,,
1256,Person,Man,Fair,3,Ear Ring,Head Rag,Standard Shades,,,,
1257,Person,Man,Deep,3,Retro Shades,Ear Ring,Head Rag,,,,
1258,Person,Man,Tan,3,Soft Cap,Large Shades,Ear Ring,,,,
1259,Person,Man,Tan,4,Dark Front Beard,Ear Ring,Bald Head,Slim Shades,,,
1260,Person,Woman,Pale,4,Large Shades,Wacky Hair,Pink Cheeks,Ear Ring,,,
1261,Person,Woman,Fair,2,Green Clown Eyes,Golden Bob,,,,,
1262,Person,Man,Tan,3,Violet Hair,Ear Ring,Simple Beard,,,,
1263,Person,Man,Fair,2,Free Hair,Simple Beard,,,,,
1264,Person,Woman,Pale,2,Smooth Hair,Retro Shades,,,,,
1265,Person,Woman,Deep,4,Face Mask,Deep Hair,Violet Lipstick,Ear Ring,,,
1266,Person,Man,Tan,2,Soft Cap,Happy Face,,,,,
1267,Person,Woman,Fair,2,Purple Makeup,Wacky Hair,,,,,
1268,Person,Woman,Fair,2,Green Clown Hair,Ear Ring,,,,,
1269,Person,Man,Deep,3,Forward Cap,Jaw Beard,Patch Eye,,,,
1270,Person,Man,Fair,3,Stubble Beard,Wacky Hair,Standard Shades,,,,
1271,Person,Man,Fair,5,Large Shades,Freckles,Violet Hair,Ear Ring,Smoking Pipe,,
1272,Person,Woman,Tan,2,Tassel Cap,Vision Gear,,,,,
1273,Person,Woman,Fair,2,Deep Hair,Smoke Stick,,,,,
1274,Person,Man,Tan,3,Stubble Beard,Tall Hat,Standard Shades,,,,
1275,Person,Man,Deep,2,Jaw Beard,Wool Cap,,,,,
1276,Person,Woman,Deep,3,Untidy Hair,Dark Lipstick,Purple Makeup,,,,
1277,Person,Woman,Deep,3,Thin Spike Cut,Bright Lipstick,Ear Ring,,,,
1278,Person,Man,Pale,2,Dark Beard,Dark Spike Cut,,,,,
1279,Person,Man,Deep,2,Officer Cap,Ear Ring,,,,,
1280,Person,Man,Deep,3,Untidy Hair,Funny Nose,Slim Shades,,,,
1281,Person,Man,Deep,2,Smoke Stick,Untidy Hair,,,,,
1282,Person,Man,Fair,2,Sharp Spike,Large Shades,,,,,
1283,Person,Man,Fair,4,Face Mask,Sharp Spike,Handle Mustache,Ear Ring,,,
1284,Person,Man,Fair,3,Large Shades,Moustache,Wacky Hair,,,,
1285,Person,Man,Fair,4,Moustache,Ear Ring,Tall Hat,Standard Shades,,,
1286,Person,Man,Tan,2,Thin Hair,Smoke Stick,,,,,
1287,Person,Man,Pale,2,Soft Cap,Steel Chain,,,,,
1288,Person,Man,Tan,2,Forward Cap,Smoking Pipe,,,,,
1289,Person,Woman,Deep,3,Patch Eye,Deep Hair,Violet Lipstick,,,,
1290,Person,Man,Fair,2,Front Facial Hair,Bald Head,,,,,
1291,Person,Woman,Tan,3,Loose Hair,Violet Lipstick,Study Glasses,,,,
1292,Person,Man,Tan,3,Thin Hair,Side Burns,Retro Shades,,,,
1293,Person,Woman,Tan,3,Smoking Pipe,Green Makeup,Smooth Blonde Hair,,,,
1294,Person,Man,Fair,3,Dark Front Beard,Dress Hat,Beauty Mark,,,,
1295,Person,Woman,Deep,4,Dark Lipstick,Thin Hair,Ear Ring,Blue Clown Eyes,,,
1296,Person,Woman,Deep,3,Free Hair,Ear Ring,Blue Clown Eyes,,,,
1297,Person,Man,Deep,3,Ear Ring,Slim Shades,Dark Spike Cut,,,,
1298,Person,Man,Fair,2,Forward Cap,Dark Front Beard,,,,,
1299,Person,Woman,Deep,3,Purple Makeup,Bright Lipstick,Loose Hair,,,,
1300,Person,Man,Tan,3,Thin Hair,Side Burns,Patch Eye,,,,
1301,Person,Man,Fair,2,Ear Ring,Wacky Hair,,,,,
1302,Person,Woman,Deep,2,Head Band,Retro Shades,,,,,
1303,Person,Man,Tan,3,Sad Face,Handle Mustache,Ranch Hat,,,,
1304,Person,Man,Pale,3,Ear Ring,Goatee,Wool Cap,,,,
1305,Person,Man,Tan,2,Stubble Beard,Dress Hat,,,,,
1306,Person,Man,Deep,2,Thin Hair,Ear Ring,,,,,
1307,Person,Man,Fair,2,Thin Hair,Study Glasses,,,,,
1308,Person,Man,Tan,2,Dark Beard,Violet Hair,,,,,
1309,Person,Man,Fair,3,Jaw Beard,Rim Glasses,Wool Cap,,,,
1310,Person,Man,Deep,3,Thin Hair,Vapor Stick,Retro Shades,,,,
1311,Person,Woman,Tan,3,Untidy Hair,Freckles,Bright Lipstick,,,,
1312,Person,Man,Fair,3,Head Rag,Slim Shades,Beauty Mark,,,,
1313,Person,Woman,Fair,2,Free Hair,Smoke Stick,,,,,
1314,Person,Man,Tan,3,Head Wrap,Face Mask,Ear Ring,,,,
1315,Person,Woman,Fair,1,Thin Hair,,,,,,
1316,Person,Man,Fair,2,Loose Hair,Dark Front Beard,,,,,
1317,Person,Man,Deep,3,Dark Beard,Officer Cap,Patch Eye,,,,
1318,Person,Woman,Deep,3,Funny Nose,Blue Makeup,Smooth Hair,,,,
1319,Person,Man,Deep,2,Rich Beard,Sharp Spike,,,,,
1320,Person,Man,Tan,4,Face Mask,Violet Hair,Moustache,Ear Ring,,,
1321,Person,Man,Fair,2,Retro Shades,Bald Head,,,,,
1322,Person,Man,Deep,3,Ear Ring,Bald Head,Beauty Mark,,,,
1323,Person,Man,Pale,2,Free Hair,Beauty Mark,,,,,
1324,Person,Man,Tan,3,Loose Hair,Ear Ring,Standard Shades,,,,
1325,Person,Man,Deep,2,Loose Hair,Large Shades,,,,,
1326,Person,Man,Deep,2,Bald Head,Depth Glasses,,,,,
1327,Person,Man,Deep,2,Jaw Beard,Dress Hat,,,,,
1328,Person,Woman,Fair,2,Large Shades,Side Shaved,,,,,
1329,Person,Woman,Tan,3,Beauty Mark,Short Blonde Hair,Standard Shades,,,,
1330,Person,Man,Fair,1,Officer Cap,,,,,,
1331,Person,Man,Tan,2,Sharp Spike,Simple Beard,,,,,
1332,Person,Woman,Deep,2,Wacky Hair,Ear Ring,,,,,
1333,Person,Woman,Tan,3,Wild White Hair,Steel Chain,Patch Eye,,,,
1334,Person,Man,Fair,2,Thin Spike Cut,Patch Eye,,,,,
1335,Person,Man,Fair,2,Soft Cap,Stubble Beard,,,,,
1336,Person,Man,Fair,3,Front Facial Hair,Loose Hair,Rim Glasses,,,,
1337,Person,Man,Fair,2,Head Wrap,Handle Mustache,,,,,
1338,Person,Man,Deep,2,Happy Face,Bald Head,,,,,
1339,Person,Woman,Deep,3,Dark Lipstick,Green Makeup,Thin Hair,,,,
1340,Person,Woman,Fair,2,Green Clown Eyes,Dark Spike Cut,,,,,
1341,Person,Woman,Deep,2,Rim Glasses,Wild Blonde Hair,,,,,
1342,Person,Woman,Tan,3,Untidy Hair,Dark Lipstick,Smoke Stick,,,,
1343,Person,Man,Deep,2,Free Hair,Ear Ring,,,,,
1344,Person,Man,Fair,2,Untidy Hair,Moustache,,,,,
1345,Person,Woman,Deep,3,Beauty Mark,Thin Hair,Blue Clown Eyes,,,,
1346,Person,Woman,Deep,3,Dark Lipstick,Green Makeup,Wild Blonde Hair,,,,
1347,Person,Man,Fair,2,Loose Hair,Goatee,,,,,
1348,Person,Man,Fair,4,Dark Beard,Ear Ring,Wacky Hair,Depth Glasses,,,
1349,Person,Man,Fair,2,Free Hair,Moustache,,,,,
1350,Person,Woman,Tan,2,Dark Lipstick,Thin Hair,,,,,
1351,Person,Man,Tan,4,Steel Chain,Moustache,Wool Cap,Standard Shades,,,
1352,Person,Woman,Deep,2,Rim Glasses,Side Shaved,,,,,
1353,Person,Man,Deep,2,Study Glasses,Wacky Hair,,,,,
1354,Person,Woman,Tan,2,Twin Tails,Standard Shades,,,,,
1355,Person,Woman,Deep,1,Golden Bob,,,,,,
1356,Person,Man,Fair,2,Head Wrap,Face Mask,,,,,
1357,Person,Woman,Tan,4,Beauty Mark,Bright Lipstick,Retro Shades,Smooth Dark Hair,,,
1358,Person,Man,Pale,5,Golden Chain,Stubble Beard,Vapor Stick,Ear Ring,Spike Cut,,
1359,Person,Man,Deep,2,Head Band,Happy Face,,,,,
1360,Person,Man,Fair,2,Thin Hair,Smoke Stick,,,,,
1361,Person,Man,Deep,2,Spike Cut,Depth Glasses,,,,,
1362,Person,Man,Tan,2,Thin Hair,Freckles,,,,,
1363,Person,Man,Fair,4,Front Facial Hair,Freckles,Free Hair,Rim Glasses,,,
1364,Person,Woman,Deep,2,Pink Hair Hat,Bright Lipstick,,,,,
1365,Person,Man,Fair,3,Simple Beard,Vision Gear,Dark Spike Cut,,,,
1366,Person,Man,Pale,4,Loose Hair,Stubble Beard,Ear Ring,Rim Glasses,,,
1367,Person,Woman,Deep,3,Work Goggles,Violet Lipstick,Dark Spike Cut,,,,
1368,Person,Man,Tan,4,Dark Beard,Ear Ring,Wool Cap,Patch Eye,,,
1369,Person,Woman,Tan,2,Wool Cap,Blue Clown Eyes,,,,,
1370,Person,Man,Fair,4,Untidy Hair,Handle Mustache,Vapor Stick,Ear Ring,,,
1371,Person,Woman,Pale,2,Blue Makeup,Crown Band,,,,,
1372,Person,Woman,Deep,2,Rim Glasses,Deep Hair,,,,,
1373,Person,Man,Fair,3,Loose Hair,Retro Shades,Ear Ring,,,,
1374,Undead,Man,Plain,3,Large Shades,Ear Ring,Dark Spike Cut,,,,
1375,Person,Man,Tan,3,Smoke Stick,Bald Head,Patch Eye,,,,
1376,Person,Man,Deep,3,Untidy Hair,Rich Beard,Ear Ring,,,,
1377,Person,Woman,Fair,3,Thin Spike Cut,Bright Lipstick,Smoke Stick,,,,
1378,Person,Man,Deep,2,Jaw Beard,Free Hair,,,,,
1379,Person,Woman,Fair,3,Purple Makeup,Head Band,Violet Lipstick,,,,
1380,Person,Man,Tan,4,Head Wrap,Stubble Beard,Retro Shades,Happy Face,,,
1381,Person,Man,Deep,2,Thin Hair,Front Facial Hair,,,,,
1382,Person,Woman,Deep,4,Funny Nose,Thin Hair,Ear Ring,Smoke Stick,,,
1383,Person,Man,Pale,2,Free Hair,Retro Shades,,,,,
1384,Person,Man,Fair,2,Smoke Stick,Thin Spike Cut,,,,,
1385,Person,Man,Fair,3,Sharp Spike,Goatee,Slim Shades,,,,
1386,Person,Woman,Fair,3,Beauty Mark,Tassel Cap,Funny Nose,,,,
1387,Person,Man,Fair,2,Loose Hair,Ear Ring,,,,,
1388,Person,Woman,Deep,2,Dark Lipstick,Smooth Hair,,,,,
1389,Person,Woman,Fair,3,Dark Lipstick,Smooth Blonde Hair,Vision Gear,,,,
1390,Person,Woman,Tan,3,Blue Makeup,Ear Ring,Golden Bob,,,,
1391,Person,Man,Deep,3,Funny Nose,Hooded Top,Patch Eye,,,,
1392,Person,Woman,Fair,2,Retro Shades,Thin Hair,,,,,
1393,Person,Man,Deep,4,Thin Spike Cut,Large Shades,Simple Beard,Health Mask,,,
1394,Person,Man,Tan,2,Smoke Stick,Sharp Spike,,,,,
1395,Person,Man,Deep,2,Rich Beard,Spike Cut,,,,,
1396,Person,Man,Tan,3,Loose Hair,Golden Chain,Ear Ring,,,,
1397,Person,Man,Deep,3,Moustache,Rim Glasses,Head Rag,,,,
1398,Person,Man,Tan,3,Head Wrap,Freckles,Stubble Beard,,,,
1399,Person,Woman,Tan,3,Dark Lipstick,Free Hair,Ear Ring,,,,
1400,Person,Man,Fair,4,Face Mask,Jaw Beard,Wool Cap,Beauty Mark,,,
1401,Person,Man,Deep,2,Sharp Spike,Simple Beard,,,,,
1402,Person,Man,Fair,3,Blue Clown Eyes,Stubble Beard,Wool Cap,,,,
1403,Person,Man,Deep,2,Thin Hair,Slim Shades,,,,,
1404,Person,Man,Fair,2,Handle Mustache,Head Rag,,,,,
1405,Person,Man,Tan,3,Smoke Stick,Blue Clown Eyes,Spike Cut,,,,
1406,Person,Man,Fair,2,Front Facial Hair,Forward Cap,,,,,
1407,Person,Man,Deep,2,Health Mask,Spike Cut,,,,,
1408,Person,Man,Fair,2,Study Glasses,Spike Cut,,,,,
1409,Person,Man,Tan,2,Officer Cap,Ear Ring,,,,,
1410,Person,Woman,Tan,2,Dark Lipstick,Spike Cut,,,,,
1411,Person,Woman,Fair,2,Standard Shades,Golden Bob,,,,,
1412,Person,Man,Fair,3,Untidy Hair,Jaw Beard,Slim Shades,,,,
1413,Person,Woman,Deep,3,Dark Lipstick,Loose Hair,Smoke Stick,,,,
1414,Person,Woman,Fair,3,Ear Ring,Golden Bob,Blue Clown Eyes,,,,
1415,Person,Woman,Deep,3,Soft Cap,Dark Lipstick,Blue Clown Eyes,,,,
1416,Person,Man,Fair,3,Thin Hair,Ear Ring,Beauty Mark,,,,
1417,Person,Woman,Deep,2,Retro Shades,Thin Hair,,,,,
1418,Person,Woman,Pale,3,Dark Lipstick,Loose Hair,Standard Shades,,,,
1419,Person,Man,Pale,2,Loose Hair,Large Shades,,,,,
1420,Person,Woman,Tan,3,Blue Makeup,Violet Lipstick,Golden Bob,,,,
1421,Person,Man,Fair,2,Large Shades,Violet Hair,,,,,
1422,Person,Man,Fair,3,Blue Clown Eyes,Hooded Top,Smoking Pipe,,,,
1423,Person,Man,Fair,2,Thin Spike Cut,Slim Shades,,,,,
1424,Person,Man,Tan,4,Smoke Stick,Study Glasses,Goatee,Head Band,,,
1425,Person,Man,Tan,3,Night Hair,Jaw Beard,Happy Face,,,,
1426,Person,Woman,Pale,2,Health Mask,Thin Hair,,,,,
1427,Person,Woman,Fair,2,Head Wrap,Smoke Stick,,,,,
1428,Person,Woman,Fair,2,Short Blonde Hair,Blue Clown Eyes,,,,,
1429,Person,Man,Deep,2,Sharp Spike,Sad Face,,,,,
1430,Person,Man,Deep,4,Jaw Beard,Ear Ring,Rim Glasses,Head Rag,,,
1431,Person,Man,Deep,3,Face Mask,Rich Beard,Spike Cut,,,,
1432,Person,Man,Fair,2,Large Shades,Head Rag,,,,,
1433,Person,Woman,Tan,2,Golden Chain,Flight Helmet,,,,,
1434,Person,Woman,Deep,3,Smooth Blonde Hair,Patch Eye,Ear Ring,,,,
1435,Person,Man,Tan,4,Side Burns,Ear Ring,Head Band,Green Clown Eyes,,,
1436,Person,Man,Deep,2,Spike Cut,Beauty Mark,,,,,
1437,Person,Man,Fair,2,Free Hair,Goatee,,,,,
1438,Person,Woman,Tan,1,Flight Helmet,,,,,,
1439,Person,Man,Tan,4,Thin Hair,Side Burns,Ear Ring,Depth Glasses,,,
1440,Person,Man,Tan,2,Ear Ring,Head Band,,,,,
1441,Person,Woman,Deep,4,Face Mask,Loose Hair,Violet Lipstick,Ear Ring,,,
1442,Person,Woman,Deep,3,Face Mask,Wacky Hair,Ear Ring,,,,
1443,Person,Man,Tan,2,Soft Cap,Slim Shades,,,,,
1444,Person,Woman,Tan,2,Head Wrap,Retro Shades,,,,,
1445,Person,Man,Tan,2,Dark Front Beard,Head Band,,,,,
1446,Person,Woman,Deep,2,Twin Tails,Bright Lipstick,,,,,
1447,Person,Man,Pale,4,Smoke Stick,Sad Face,Hooded Top,Patch Eye,,,
1448,Person,Man,Fair,3,Loose Hair,Smoking Pipe,Vision Gear,,,,
1449,Person,Woman,Deep,2,Large Shades,Head Wrap,,,,,
1450,Person,Woman,Tan,3,Bright Lipstick,Dark Spike Cut,Depth Glasses,,,,
1451,Person,Man,Fair,3,Head Wrap,Retro Shades,Ear Ring,,,,
1452,Person,Woman,Tan,4,Beauty Mark,Head Wrap,Violet Lipstick,Ear Ring,,,
1453,Person,Woman,Tan,3,Violet Lipstick,Golden Bob,Blue Clown Eyes,,,,
1454,Person,Woman,Fair,2,Red Spike Cut,Ear Ring,,,,,
1455,Person,Woman,Tan,4,Wild Blonde Hair,Standard Shades,Violet Lipstick,Ear Ring,,,
1456,Person,Man,Tan,2,Head Band,Beauty Mark,,,,,
1457,Person,Woman,Fair,3,Thin Spike Cut,Standard Shades,Smoke Stick,,,,
1458,Person,Man,Deep,3,Smoke Stick,Sharp Spike,Ear Ring,,,,
1459,Person,Man,Deep,3,Untidy Hair,Rich Beard,Study Glasses,,,,
1460,Person,Man,Fair,2,Untidy Hair,Depth Glasses,,,,,
1461,Person,Woman,Deep,2,Smooth Hair,Blue Clown Eyes,,,,,
1462,Person,Man,Pale,4,Ear Ring,Head Band,Patch Eye,Full Beard,,,
1463,Person,Man,Deep,3,Smoke Stick,Thin Spike Cut,Ear Ring,,,,
1464,Person,Man,Fair,2,Head Rag,Beauty Mark,,,,,
1465,Person,Man,Tan,3,Smoke Stick,Standard Shades,Dark Spike Cut,,,,
1466,Person,Man,Tan,2,Thin Hair,Green Clown Eyes,,,,,
1467,Person,Woman,Tan,2,Green Makeup,Free Hair,,,,,
1468,Person,Woman,Fair,2,Bright Lipstick,Smooth Dark Hair,,,,,
1469,Person,Man,Deep,3,Thin Hair,Side Burns,Standard Shades,,,,
1470,Person,Woman,Fair,3,Work Goggles,Thin Spike Cut,Violet Lipstick,,,,
1471,Person,Woman,Deep,2,Soft Cap,Blue Makeup,,,,,
1472,Person,Man,Fair,2,Face Mask,Hooded Top,,,,,
1473,Person,Man,Deep,3,Untidy Hair,Jaw Beard,Ear Ring,,,,
1474,Person,Man,Tan,3,Sharp Spike,Large Shades,Golden Chain,,,,
1475,Person,Woman,Tan,3,Spike Cut,Vision Gear,Ear Ring,,,,
1476,Person,Woman,Deep,3,Smoking Pipe,Deep Hair,Ear Ring,,,,
